CASE_ID,CASE_TYPE,CASE_OPEN_DATE,CASE_CLOSED_DATE,CASE_REOPEN_DATE,DISAB_FLG
SD47291846,Emp and Assistance,1993-05-04,2018-04-10,2015-02-04,Y
SD48050804,Emp and Assistance,2006-12-01,2022-05-06,2016-09-27,Y
SD47608826,Emp and Assistance,1991-10-01,2020-07-22,2010-09-30,Y
SD48006585,Emp and Assistance,1995-11-21,2017-04-26,2012-01-05,N
SD48704995,Emp and Assistance,1992-03-04,2022-01-04,2012-07-05,Y
SD48239188,Emp and Assistance,2009-02-27,2023-07-14,2016-10-26,N
SD46977057,Emp and Assistance,2011-01-14,2011-08-04,2011-03-22,N
SD47353188,Emp and Assistance,2009-09-09,2021-12-20,2016-12-20,N
SD47460970,Emp and Assistance,2009-08-12,2020-10-20,2019-05-28,Y
SD48222776,Emp and Assistance,2011-07-22,2023-08-18,2022-08-30,N
SD47983142,Emp and Assistance,1993-03-24,2003-08-22,1999-07-27,N
SD48657296,Emp and Assistance,2004-11-22,2012-01-23,2010-07-08,N
SD47409530,Emp and Assistance,2002-10-03,2010-02-04,2007-08-31,N
SD47409623,Emp and Assistance,2002-10-08,2005-01-18,2003-05-09,Y
SD47057765,Emp and Assistance,1998-07-02,1999-10-05,1999-09-15,N
SD47643993,Emp and Assistance,1995-03-20,2017-02-18,2005-06-02,N
SD47238990,Emp and Assistance,1999-02-09,2022-05-27,2015-02-20,Y
SD47865404,Emp and Assistance,2009-09-29,2018-02-01,2010-08-17,Y
SD48100906,Emp and Assistance,1994-09-20,2021-01-16,2019-01-08,N
SD47511734,Emp and Assistance,2005-06-15,2013-07-20,2009-09-08,Y
SD49012192,Emp and Assistance,1993-04-26,2020-01-28,1994-06-17,Y
SD47583522,Emp and Assistance,1991-10-31,2023-05-26,2006-05-01,Y
SD48884956,Emp and Assistance,1993-01-19,2023-04-14,2019-04-09,N
SD47820280,Emp and Assistance,1992-09-15,2009-11-13,2009-08-06,N
SD47911777,Emp and Assistance,2011-05-24,2016-04-11,2015-11-24,N
SD49006635,Emp and Assistance,2005-11-23,2022-12-17,2022-09-01,N
SD47741353,Emp and Assistance,2008-12-08,2023-06-20,2018-05-09,Y
SD47889206,Emp and Assistance,1992-09-25,2017-12-05,2016-08-22,N
SD48954542,Emp and Assistance,2009-01-20,2010-07-06,2009-12-03,N
SD48316449,Emp and Assistance,2003-01-06,2014-09-10,2014-05-14,Y
SD48507251,Emp and Assistance,1995-03-24,2012-06-23,2012-03-05,N
SD47334603,Emp and Assistance,2010-03-19,2016-03-11,2010-12-09,Y
SD47870362,Emp and Assistance,2006-01-17,2008-11-10,2006-02-07,Y
SD48513050,Emp and Assistance,1996-11-15,2004-06-04,2000-08-02,N
SD48150970,Emp and Assistance,1991-07-09,2009-01-16,2008-07-07,Y
SD47570271,Emp and Assistance,1991-11-13,2022-01-31,2000-07-11,Y
SD48401862,Emp and Assistance,2010-09-07,2023-01-03,2015-08-24,Y
SD47659734,Emp and Assistance,1991-03-07,2020-09-25,2014-11-05,Y
SD47904039,Emp and Assistance,1993-06-17,2020-10-16,2014-06-05,N
SD47741051,Emp and Assistance,2008-12-09,2016-09-17,2016-05-26,N
SD47243868,Emp and Assistance,1999-03-02,2010-11-19,2010-05-31,N
SD47328750,Emp and Assistance,1983-10-01,2020-05-13,2012-12-04,Y
SD47889317,Emp and Assistance,1992-09-29,2017-04-11,2016-07-27,N
SD47666348,Emp and Assistance,1998-03-26,2022-01-14,2021-09-13,Y
SD48424016,Emp and Assistance,1998-03-12,2023-01-13,2022-10-17,N
SD47315709,Emp and Assistance,1992-05-19,2023-07-05,2003-10-09,Y
SD48345145,Emp and Assistance,1991-10-15,2022-08-16,2009-10-30,Y
SD49031267,Emp and Assistance,2008-03-12,2021-01-26,2008-10-02,N
SD47246122,Emp and Assistance,1995-07-12,2023-07-14,2014-08-27,N
SD47430028,Emp and Assistance,1991-09-06,2023-09-14,2005-02-08,Y
SD47017336,Emp and Assistance,1997-08-15,2002-12-06,2001-07-03,N
SD48147094,Emp and Assistance,1999-03-18,2004-03-01,2004-02-13,N
SD48275600,Emp and Assistance,1992-12-17,2022-11-09,1998-01-06,Y
SD48172866,Emp and Assistance,1992-04-14,2023-08-18,2012-12-03,N
SD47109304,Emp and Assistance,2001-06-26,2013-01-10,2002-10-31,Y
SD47748986,Emp and Assistance,1991-01-15,2022-12-17,1996-05-17,Y
SD48905078,Emp and Assistance,1992-05-14,2003-05-01,2001-11-20,N
SD47328916,Emp and Assistance,1984-03-26,2019-12-14,2019-09-05,Y
SD47036068,Emp and Assistance,2010-09-28,2022-03-18,2019-10-21,N
SD47318805,Emp and Assistance,2010-02-09,2017-09-05,2017-02-07,N
SD48424371,Emp and Assistance,1998-01-14,2014-06-24,2013-12-30,N
SD47083328,Emp and Assistance,2009-04-08,2017-01-14,2015-03-10,N
SD48160113,Emp and Assistance,1993-07-23,2022-02-18,2021-10-07,Y
SD47055823,Emp and Assistance,1992-04-21,2012-05-14,2008-08-05,Y
SD48548436,Emp and Assistance,2002-06-03,2023-07-11,2022-03-18,N
SD47268907,Emp and Assistance,1992-10-01,2011-01-14,2010-06-14,N
SD48287454,Emp and Assistance,1996-04-02,2023-04-14,2013-03-15,N
SD47738430,Emp and Assistance,1999-09-30,2003-09-04,2003-09-04,N
SD49004382,Emp and Assistance,1992-12-09,2023-05-12,2021-09-29,N
SD46993443,Emp and Assistance,1998-05-14,2022-07-26,2006-11-09,Y
SD47710567,Emp and Assistance,1994-04-12,2008-06-11,2008-03-03,N
SD49005178,Emp and Assistance,1993-04-14,2012-05-19,2011-08-30,N
SD47080146,Emp and Assistance,1992-01-23,2022-12-17,2021-08-03,N
SD47438587,Emp and Assistance,1992-06-04,2005-08-17,2005-05-31,N
SD48131742,Emp and Assistance,2011-07-07,2022-10-21,2019-08-09,N
SD47712722,Emp and Assistance,2011-11-30,2022-08-19,2019-07-16,N
SD47030333,Emp and Assistance,1991-10-08,2013-11-12,2007-03-30,N
SD47578019,Emp and Assistance,1994-02-21,2022-06-17,2019-07-17,N
SD47398602,Emp and Assistance,1997-05-22,2023-03-17,2022-03-24,N
SD47799280,Emp and Assistance,1991-04-12,2000-11-08,2000-05-30,Y
SD48627087,Emp and Assistance,1997-02-14,2008-09-18,2007-07-03,Y
SD48169896,Emp and Assistance,2007-03-01,2014-04-11,2010-07-19,N
SD47150605,Emp and Assistance,1991-11-19,2014-02-21,2014-02-20,N
SD47836144,Emp and Assistance,1991-05-07,1998-06-02,1997-03-11,N
SD46960275,Emp and Assistance,1995-12-08,2020-05-13,2008-02-06,Y
SD48322521,Emp and Assistance,1992-11-10,2023-03-15,2014-04-04,Y
SD48277552,Emp and Assistance,2008-12-16,2013-11-15,2011-06-29,N
SD48312364,Emp and Assistance,1992-11-06,2011-11-15,2011-09-06,N
SD48062916,Emp and Assistance,2001-11-01,2005-02-01,2002-04-12,N
SD48075637,Emp and Assistance,2006-03-15,2023-07-14,2017-03-29,N
SD47600128,Emp and Assistance,2000-05-30,2020-10-15,2019-03-28,N
SD47327850,Emp and Assistance,1998-04-14,2004-06-17,2004-02-09,N
SD48099962,Emp and Assistance,2003-08-08,2020-03-12,2014-01-23,N
SD47741169,Emp and Assistance,2008-12-17,2012-02-28,2012-01-05,N
SD48033900,Emp and Assistance,1992-02-19,2001-06-11,1996-07-19,N
SD48047642,Emp and Assistance,1996-03-21,2004-07-09,2000-07-21,Y
SD48018846,Emp and Assistance,1991-11-19,1997-04-14,1997-02-24,N
SD542132884,Emp and Assistance,2015-06-12,2017-05-10,2017-01-10,N
SD48979716,Emp and Assistance,1991-10-11,2023-03-02,2013-01-09,Y
SD48355395,Emp and Assistance,1999-08-26,2019-04-09,2000-03-09,Y
SD47455220,Emp and Assistance,1993-12-03,1997-05-07,1997-01-08,N
SD47398993,Emp and Assistance,1992-07-31,1998-05-26,1998-02-12,N
SD48022633,Emp and Assistance,2003-09-18,2008-06-06,2008-05-21,N
SD47223104,Emp and Assistance,1997-07-21,1999-08-24,1999-05-04,N
SD48047476,Emp and Assistance,2003-02-07,2023-06-08,2020-02-03,Y
SD48314183,Emp and Assistance,2002-12-12,2018-02-17,2014-02-17,N
SD47194717,Emp and Assistance,2009-11-18,2014-03-12,2013-01-17,N
SD47287962,Emp and Assistance,1995-02-14,2021-06-19,2006-06-26,N
SD47170426,Emp and Assistance,1996-08-08,2012-05-19,2010-11-26,N
SD47894580,Emp and Assistance,1992-09-01,2021-09-28,2004-02-25,Y
SD48077924,Emp and Assistance,1994-08-05,2001-04-20,1999-12-07,N
SD48945925,Emp and Assistance,1994-10-25,2019-04-16,2016-12-29,N
SD48831865,Emp and Assistance,1995-05-08,2022-01-15,2021-03-16,N
SD47881078,Emp and Assistance,1999-09-24,2002-06-06,2001-02-06,N
SD47733746,Emp and Assistance,2005-05-09,2021-11-02,2006-10-10,Y
SD47516754,Emp and Assistance,2005-11-14,2014-04-17,2013-10-08,N
SD47862130,Emp and Assistance,1995-01-06,2003-06-02,2001-10-25,N
SD47150024,Emp and Assistance,1995-04-21,1999-09-16,1998-10-30,N
SD47183463,Emp and Assistance,2000-09-26,2020-02-15,2019-04-17,N
SD48073476,Emp and Assistance,2007-11-06,2021-08-21,2020-12-17,N
SD48531900,Emp and Assistance,1995-04-20,2014-10-17,2013-08-15,N
SD47193399,Emp and Assistance,2009-08-05,2017-10-11,2016-08-25,N
SD48657625,Emp and Assistance,2005-06-21,2016-07-23,2013-06-25,N
SD48627102,Emp and Assistance,1991-04-03,2014-01-17,2013-02-18,Y
SD47928388,Emp and Assistance,1991-12-09,2001-11-22,2000-09-14,N
SD48633903,Emp and Assistance,1992-02-25,2014-02-07,2003-02-11,Y
SD47891946,Emp and Assistance,1992-05-29,2017-03-18,2014-11-05,Y
SD47879104,Emp and Assistance,2006-03-13,2013-03-13,2010-11-17,Y
SD48555989,Emp and Assistance,2009-02-05,2022-12-09,2022-11-17,Y
SD48073505,Emp and Assistance,1994-07-15,2016-10-20,2001-04-26,Y
SD47300704,Emp and Assistance,1996-05-23,2020-03-11,2017-03-16,N
SD47268364,Emp and Assistance,1991-09-06,2021-05-05,1995-05-11,Y
SD48101317,Emp and Assistance,1995-02-16,2003-01-02,1996-03-21,N
SD47168818,Emp and Assistance,1993-01-22,2021-09-01,2014-01-03,Y
SD48742832,Emp and Assistance,1996-10-07,2020-03-24,1997-09-04,Y
SD48836447,Emp and Assistance,2003-10-20,2023-02-11,2021-06-01,N
SD47329016,Emp and Assistance,1993-01-18,2023-04-05,1993-05-05,Y
SD48815203,Emp and Assistance,1991-06-06,2023-06-16,2020-09-28,N
SD48586028,Emp and Assistance,1994-02-14,2022-04-01,2020-10-15,N
SD48064762,Emp and Assistance,1991-12-05,2022-02-03,2004-03-22,Y
SD47293832,Emp and Assistance,2010-06-21,2023-08-18,2015-05-14,N
SD47939374,Emp and Assistance,2003-04-16,2020-04-23,2020-03-27,Y
SD124061145,Emp and Assistance,2012-12-17,2018-02-01,2015-02-12,N
SD48423835,Emp and Assistance,1998-02-12,2003-04-16,2003-04-14,N
SD48782783,Emp and Assistance,2001-12-21,2018-07-04,2017-11-03,N
SD47500573,Emp and Assistance,1995-05-29,2020-03-02,2013-08-22,Y
SD47577665,Emp and Assistance,1992-09-14,2018-10-20,2017-11-29,N
SD47145569,Emp and Assistance,1992-11-24,2023-03-17,1994-01-17,Y
SD48941088,Emp and Assistance,1994-07-29,2023-05-17,1997-09-16,Y
SD48641587,Emp and Assistance,2004-07-06,2006-10-24,2006-10-13,N
SD47759496,Emp and Assistance,1994-05-19,2021-01-08,2019-09-23,Y
SD47547409,Emp and Assistance,2005-02-02,2023-04-14,2017-06-09,N
SD48492827,Emp and Assistance,2007-07-12,2017-09-16,2009-01-14,N
SD47447090,Emp and Assistance,1999-02-01,2008-03-14,2002-12-17,Y
SD48217770,Emp and Assistance,1994-10-20,2004-03-19,2003-04-11,N
SD47977543,Emp and Assistance,1992-07-15,2020-06-04,2019-02-14,N
SD47055469,Emp and Assistance,1991-06-13,2004-10-06,2004-09-27,N
SD49014782,Emp and Assistance,1991-04-04,2021-06-09,2018-03-20,N
SD47365704,Emp and Assistance,1991-12-04,2023-03-17,2022-07-20,N
SD47135342,Emp and Assistance,2001-02-28,2005-08-04,2001-12-11,N
SD48344587,Emp and Assistance,2010-05-11,2022-05-26,2021-03-10,N
SD48966000,Emp and Assistance,1992-01-07,2008-09-24,2007-11-23,Y
SD48262217,Emp and Assistance,1991-05-09,2014-07-08,2014-03-10,N
SD47985055,Emp and Assistance,2005-10-07,2021-06-30,2020-02-18,N
SD47487229,Emp and Assistance,2000-04-18,2022-04-22,2015-09-03,N
SD47044659,Emp and Assistance,1997-08-19,2008-05-05,2006-07-13,N
SD48104379,Emp and Assistance,1991-08-15,2014-07-17,2014-04-16,N
SD48193323,Emp and Assistance,2009-04-17,2023-08-18,2022-01-26,N
SD48286900,Emp and Assistance,2002-04-26,2014-06-02,2010-12-09,Y
SD47656099,Emp and Assistance,2010-02-26,2013-07-23,2012-02-03,N
SD47666488,Emp and Assistance,1998-04-06,2003-05-15,2003-04-30,N
SD47156892,Emp and Assistance,1995-05-10,2005-12-05,2005-10-11,N
SD47206946,Emp and Assistance,2009-05-22,2022-08-19,2021-11-29,N
SD47160938,Emp and Assistance,1995-08-18,2009-10-07,2008-12-04,N
SD47245098,Emp and Assistance,2009-11-27,2012-03-19,2010-06-08,N
SD48390894,Emp and Assistance,2007-04-27,2012-06-23,2008-01-25,Y
SD47271060,Emp and Assistance,1995-09-27,2022-05-05,2021-07-09,Y
SD47798858,Emp and Assistance,1992-02-04,2022-10-14,2021-11-19,Y
SD48936413,Emp and Assistance,2006-09-06,2017-04-10,2014-02-18,N
SD48094962,Emp and Assistance,1991-03-13,1999-05-20,1999-04-15,N
SD48705576,Emp and Assistance,1997-08-22,2022-10-06,2009-06-05,Y
SD48044833,Emp and Assistance,2007-10-29,2023-08-18,2022-08-04,N
SD48815383,Emp and Assistance,1991-04-30,2022-08-08,2014-11-20,Y
SD47235629,Emp and Assistance,2001-10-29,2012-08-25,2011-04-14,N
SD48069935,Emp and Assistance,1992-08-28,2014-01-10,1997-04-18,Y
SD48610354,Emp and Assistance,2006-11-24,2008-10-21,2008-03-18,N
SD47461389,Emp and Assistance,2009-08-19,2018-10-20,2018-03-19,N
SD48605241,Emp and Assistance,2003-04-01,2017-03-18,2015-07-14,N
SD46993259,Emp and Assistance,1998-05-04,2018-02-17,2016-12-07,N
SD48686096,Emp and Assistance,2011-04-28,2023-07-13,2019-05-02,N
SD71447925,Emp and Assistance,2012-08-28,2021-07-17,2019-12-18,N
SD47313287,Emp and Assistance,2010-08-18,2017-12-12,2011-11-07,N
SD49017966,Emp and Assistance,2008-10-22,2020-08-25,2015-09-04,Y
SD48405894,Emp and Assistance,1993-11-23,2023-04-17,2003-11-28,Y
SD47054961,Emp and Assistance,1992-01-15,2013-12-17,2010-12-30,Y
SD48504056,Emp and Assistance,2008-04-14,2016-11-19,2016-08-31,Y
SD48600289,Emp and Assistance,2009-01-14,2023-02-11,2020-10-23,N
SD47050814,Emp and Assistance,1997-09-16,2006-10-05,2001-01-24,N
SD48160810,Emp and Assistance,1993-09-23,2013-09-18,2012-07-25,N
SD49046219,Emp and Assistance,1997-04-16,2017-05-02,2016-05-04,N
SD47055100,Emp and Assistance,2004-03-10,2022-10-25,2015-06-04,Y
SD48287754,Emp and Assistance,1999-06-08,2001-11-29,1999-07-14,N
SD47333393,Emp and Assistance,1991-09-13,2022-10-21,2013-01-04,Y
SD48373965,Emp and Assistance,1994-06-07,2023-06-16,2022-08-23,N
SD46950588,Emp and Assistance,1991-03-04,2017-10-06,2017-10-06,N
SD47894208,Emp and Assistance,1992-08-26,2019-04-12,2004-03-04,Y
SD47140118,Emp and Assistance,1992-10-29,2022-06-14,2008-12-16,Y
SD49064177,Emp and Assistance,2011-12-15,2023-08-04,2023-01-31,N
SD48380958,Emp and Assistance,1998-06-24,2023-05-01,2003-02-26,Y
SD47399253,Emp and Assistance,1994-02-04,2023-02-15,2019-08-14,Y
SD47125720,Emp and Assistance,1991-04-22,2019-01-31,2012-11-06,Y
SD47704396,Emp and Assistance,2004-09-17,2021-01-28,2011-12-13,Y
SD48077202,Emp and Assistance,2003-03-18,2011-04-14,2009-05-28,N
SD47937677,Emp and Assistance,1991-07-18,2016-08-20,2001-04-04,Y
SD47068006,Emp and Assistance,1992-11-13,2022-03-16,2019-12-12,N
SD47302677,Emp and Assistance,1998-08-07,2003-10-30,2003-10-09,N
SD47330919,Emp and Assistance,2010-09-17,2011-02-11,2011-02-11,N
SD47627583,Emp and Assistance,2008-07-08,2023-03-03,2011-12-08,Y
SD48393992,Emp and Assistance,2011-08-19,2022-07-05,2013-09-18,Y
SD48195549,Emp and Assistance,2006-12-21,2020-06-19,2015-10-23,N
SD47629360,Emp and Assistance,2011-08-09,2013-06-17,2012-06-14,N
SD47332798,Emp and Assistance,1991-08-16,2013-05-18,1997-02-10,Y
SD48539793,Emp and Assistance,2011-10-13,2021-05-15,2020-05-13,N
SD47786532,Emp and Assistance,2009-07-06,2021-10-15,2012-06-06,N
SD46957745,Emp and Assistance,1997-04-03,2016-10-25,2015-02-16,N
SD47141781,Emp and Assistance,1998-01-26,2000-09-14,1999-11-03,N
SD47136647,Emp and Assistance,1991-10-09,2021-03-02,2018-03-21,Y
SD47861707,Emp and Assistance,1994-12-19,2003-09-03,2001-04-24,N
SD47975739,Emp and Assistance,2009-12-09,2022-06-15,2016-01-06,Y
SD48345107,Emp and Assistance,2010-06-18,2023-03-29,2018-05-28,N
SD48792565,Emp and Assistance,1994-08-18,2022-11-18,2021-11-12,N
SD48607126,Emp and Assistance,1992-04-02,2003-09-12,2003-05-22,N
SD48605259,Emp and Assistance,2003-05-05,2023-03-11,2019-10-08,Y
SD47983692,Emp and Assistance,1993-03-26,2002-07-15,2001-12-11,N
SD46974422,Emp and Assistance,2009-03-11,2021-06-19,2020-07-16,N
SD47361749,Emp and Assistance,1991-05-08,2023-03-31,2002-05-30,Y
SD47194448,Emp and Assistance,2009-11-10,2011-01-14,2010-03-03,N
SD47896397,Emp and Assistance,1993-01-05,2023-05-03,2019-09-26,Y
SD47193589,Emp and Assistance,2009-11-13,2019-11-18,2010-12-03,Y
SD48312672,Emp and Assistance,1992-03-26,2020-06-29,2001-09-17,Y
SD46973205,Emp and Assistance,1992-11-23,2016-04-19,2015-11-12,N
SD48911024,Emp and Assistance,2007-03-07,2020-02-25,2015-11-13,N
SD47957440,Emp and Assistance,1998-02-26,2008-02-01,2008-01-08,N
SD47618449,Emp and Assistance,2004-04-23,2010-04-14,2008-11-03,N
SD47264739,Emp and Assistance,1994-11-21,2020-09-30,2005-09-13,Y
SD48953050,Emp and Assistance,1996-09-27,2021-10-15,2021-07-05,N
SD48222119,Emp and Assistance,2011-09-14,2022-10-21,2021-09-23,N
SD49066679,Emp and Assistance,2005-09-06,2013-07-08,2013-05-13,N
SD47790826,Emp and Assistance,1993-04-02,2000-10-12,1998-09-10,N
SD48765878,Emp and Assistance,2011-03-21,2016-01-13,2015-06-04,Y
SD49065154,Emp and Assistance,2009-12-10,2017-06-01,2014-07-16,N
SD47246772,Emp and Assistance,1995-07-31,2022-03-18,2021-12-31,N
SD47964996,Emp and Assistance,2010-12-10,2011-06-17,2011-03-23,N
SD47525484,Emp and Assistance,2000-03-06,2020-04-01,2008-01-31,Y
SD48118358,Emp and Assistance,2002-07-05,2003-02-13,2002-11-25,N
SD48681308,Emp and Assistance,2012-06-07,2015-03-11,2014-01-21,Y
SD46960277,Emp and Assistance,1995-12-12,2004-08-20,1999-07-09,N
SD48440173,Emp and Assistance,1992-06-30,2018-07-03,2018-02-14,N
SD48247896,Emp and Assistance,1996-01-28,2020-03-18,2020-01-23,N
SD48019688,Emp and Assistance,1994-07-11,2022-08-24,2006-11-14,Y
SD48591747,Emp and Assistance,2010-01-08,2023-01-13,2022-10-05,N
SD47640850,Emp and Assistance,1993-11-04,2023-02-02,2006-10-04,Y
SD48603373,Emp and Assistance,2011-04-27,2023-06-14,2018-09-07,N
SD48027759,Emp and Assistance,2004-05-17,2004-12-14,2004-08-16,N
SD48140302,Emp and Assistance,2012-03-15,2023-02-08,2022-05-13,N
SD47294097,Emp and Assistance,2010-09-17,2013-09-17,2013-05-16,N
SD47854506,Emp and Assistance,2011-11-23,2017-07-10,2014-01-21,Y
SD48600731,Emp and Assistance,2009-01-26,2014-02-14,2013-08-26,N
SD48516296,Emp and Assistance,1998-11-03,2012-04-21,2012-01-16,N
SD47463849,Emp and Assistance,1994-03-22,2012-12-07,2011-06-14,N
SD47122291,Emp and Assistance,2011-02-11,2021-02-11,2011-03-11,Y
SD49065717,Emp and Assistance,1994-01-27,2023-01-23,2011-01-21,Y
SD48750079,Emp and Assistance,2011-03-18,2022-09-21,2021-07-16,N
SD47955156,Emp and Assistance,2010-12-20,2023-03-17,2022-06-29,N
SD47658231,Emp and Assistance,1996-03-05,2014-02-06,1997-03-07,Y
SD46955860,Emp and Assistance,1992-10-01,2011-12-13,2011-11-29,N
SD48944145,Emp and Assistance,2008-07-24,2010-09-15,2010-06-18,N
SD48223931,Emp and Assistance,2012-02-17,2022-09-13,2017-09-28,Y
SD929613353,Emp and Assistance,2017-12-22,2023-02-11,2021-10-12,N
SD48324890,Emp and Assistance,1992-06-08,2022-11-18,2019-04-11,N
SD49009978,Emp and Assistance,1995-05-19,2023-09-15,2016-07-19,N
SD47323709,Emp and Assistance,1993-05-04,2021-10-27,1999-09-16,Y
SD48186703,Emp and Assistance,1993-09-02,2023-05-12,2011-08-24,N
SD47016821,Emp and Assistance,1997-07-28,2023-07-14,2020-06-25,N
SD48972014,Emp and Assistance,2009-05-22,2021-05-11,2021-03-03,Y
SD49062734,Emp and Assistance,1992-10-09,2018-04-23,2001-10-26,Y
SD48224935,Emp and Assistance,2001-04-20,2021-03-20,2019-01-15,N
SD48817176,Emp and Assistance,1998-01-12,2022-12-17,2017-01-20,N
SD47210021,Emp and Assistance,1999-06-01,2004-03-31,2003-08-15,N
SD48815126,Emp and Assistance,1991-05-15,2023-08-24,2019-04-02,Y
SD47889340,Emp and Assistance,1992-09-30,2010-05-14,2009-10-05,N
SD47862167,Emp and Assistance,1995-01-10,2017-06-14,1995-10-17,Y
SD48316127,Emp and Assistance,2002-12-31,2022-12-17,2021-06-29,N
SD47666245,Emp and Assistance,1998-03-16,2011-07-22,2010-12-16,N
SD48349176,Emp and Assistance,2009-05-29,2023-01-13,2022-04-26,N
SD47403031,Emp and Assistance,1994-10-11,2010-04-16,2009-11-12,N
SD48967374,Emp and Assistance,2008-07-15,2016-05-05,2015-06-22,N
SD47834350,Emp and Assistance,1995-09-07,2021-06-09,2017-09-27,Y
SD48381131,Emp and Assistance,2007-02-28,2016-02-16,2015-05-27,N
SD47080064,Emp and Assistance,1991-05-21,2023-05-01,2018-12-19,Y
SD47387296,Emp and Assistance,2010-04-16,2012-09-04,2010-12-31,Y
SD46967602,Emp and Assistance,2009-10-20,2022-07-15,2017-09-20,N
SD47394929,Emp and Assistance,1997-12-08,2022-10-21,2019-10-29,Y
SD47532597,Emp and Assistance,2011-08-19,2022-07-11,2022-07-11,N
SD47962362,Emp and Assistance,1999-05-03,2002-12-11,2002-05-07,N
SD48864411,Emp and Assistance,2005-07-19,2022-08-04,2020-08-07,Y
SD47600318,Emp and Assistance,2000-06-01,2021-07-09,2017-05-29,Y
SD48276931,Emp and Assistance,1997-04-04,2023-08-18,2019-08-01,N
SD47534068,Emp and Assistance,1992-08-25,2016-10-22,2012-02-13,N
SD47790354,Emp and Assistance,2001-07-06,2023-07-07,2008-03-19,Y
SD47968735,Emp and Assistance,1993-06-14,2022-09-21,2008-04-07,Y
SD47743238,Emp and Assistance,1999-09-17,2023-01-13,2022-06-02,N
SD48339012,Emp and Assistance,1998-04-30,2012-02-08,2011-03-31,Y
SD47292518,Emp and Assistance,2000-03-13,2021-09-24,2019-05-14,Y
SD48160218,Emp and Assistance,1993-07-26,2023-04-26,2018-03-14,Y
SD48007556,Emp and Assistance,1991-11-05,2009-09-18,2009-05-04,N
SD47928011,Emp and Assistance,1997-02-20,2015-12-09,2011-08-30,Y
SD48223292,Emp and Assistance,2011-11-08,2022-10-21,2016-12-14,N
SD48304508,Emp and Assistance,1995-01-13,2000-12-07,1998-12-04,N
SD47157281,Emp and Assistance,1991-10-28,2021-08-05,2004-11-26,Y
SD49063100,Emp and Assistance,2000-11-06,2022-11-28,2012-06-05,N
SD47367499,Emp and Assistance,1995-02-03,2002-08-30,2000-11-27,N
SD47525485,Emp and Assistance,2000-03-07,2004-02-20,2004-02-13,N
SD48743055,Emp and Assistance,1997-04-01,2001-12-07,2000-05-17,N
SD47660323,Emp and Assistance,1994-12-12,2004-06-01,2002-05-09,N
SD48718874,Emp and Assistance,2008-01-29,2023-04-14,2022-08-31,N
SD47246741,Emp and Assistance,1995-07-28,2014-09-19,2014-03-25,N
SD47939006,Emp and Assistance,2003-03-14,2012-06-23,2011-12-23,N
SD48076427,Emp and Assistance,2003-02-17,2023-07-12,2010-09-28,N
SD48646284,Emp and Assistance,2011-09-09,2018-01-20,2016-06-06,N
